GAME_ID,SEASON_ID,PLAYER_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,HOME,OPP,OPP_ID,NAME
0020600186,22006,200755,2006-11-25,ORL vs. ATL,W,3,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1.0,1,0,0,1,1,2,-1,0,1,ATL,1610612737,
0020600263,22006,200755,2006-12-06,ORL @ IND,L,10,1,4,0.25,1,2,0.5,1,2,0.5,0,1,1.0,0,0,0,0,1,4,4,0,0,IND,1610612754,
0020600315,22006,200755,2006-12-13,ORL vs. TOR,L,16,0,3,0.0,0,2,0.0,0,0,0.0,0,1,1.0,1,0,0,1,3,0,14,0,1,TOR,1610612761,
0020600326,22006,200755,2006-12-14,ORL @ CHA,L,21,2,6,0.333,1,2,0.5,0,0,0.0,0,2,2.0,0,0,0,0,1,5,-11,0,0,CHA,1610612766,
0020600343,22006,200755,2006-12-16,ORL vs. CLE,W,14,2,6,0.333,1,2,0.5,1,1,1.0,0,1,1.0,1,0,0,0,0,6,15,0,1,CLE,1610612739,
0020600442,22006,200755,2006-12-30,ORL vs. MIA,W,13,2,3,0.667,1,1,1.0,4,4,1.0,0,1,1.0,1,2,0,0,1,9,12,0,1,MIA,1610612748,
0020600460,22006,200755,2007-01-02,ORL vs. LAC,W,8,0,1,0.0,0,1,0.0,1,2,0.5,0,0,0.0,0,0,0,1,3,1,-2,0,1,LAC,1610612746,
0020600481,22006,200755,2007-01-05,ORL vs. CHA,W,11,3,5,0.6,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0,0,4,8,5,0,1,CHA,1610612766,
0020600597,22006,200755,2007-01-20,ORL @ NJN,L,21,4,6,0.667,3,4,0.75,2,2,1.0,0,1,1.0,1,1,0,0,1,13,-1,0,0,NJN,0,
0020600636,22006,200755,2007-01-26,ORL vs. ATL,L,6,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,0,1,ATL,1610612737,
0020600661,22006,200755,2007-01-29,ORL @ ATL,L,17,1,4,0.25,0,2,0.0,0,0,0.0,1,0,1.0,0,1,0,1,0,2,-3,0,0,ATL,1610612737,
0020600677,22006,200755,2007-01-31,ORL vs. MIL,W,5,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1.0,0,0,0,0,0,0,3,0,1,MIL,1610612749,
0020600690,22006,200755,2007-02-02,ORL vs. NJN,W,26,3,6,0.5,2,2,1.0,5,6,0.833,0,4,4.0,1,0,0,1,1,13,8,0,1,NJN,0,
0020600701,22006,200755,2007-02-03,ORL vs. NYK,L,21,3,8,0.375,0,3,0.0,5,5,1.0,0,0,0.0,0,2,0,0,2,11,0,0,1,NYK,1610612752,
0020600722,22006,200755,2007-02-06,ORL @ MIL,L,17,3,7,0.429,1,1,1.0,2,4,0.5,0,2,2.0,3,0,0,0,3,9,-5,0,0,MIL,1610612749,
0020600725,22006,200755,2007-02-07,ORL @ TOR,L,29,4,11,0.364,3,7,0.429,3,3,1.0,1,2,3.0,3,0,0,3,4,14,-5,0,0,TOR,1610612761,
0020600741,22006,200755,2007-02-09,ORL vs. SAS,W,31,6,11,0.545,3,8,0.375,1,1,1.0,0,1,1.0,1,0,0,0,1,16,7,0,1,SAS,1610612759,
