GAME_ID,SEASON_ID,PLAYER_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,NAME,HOME,OPP,OPP_ID
0021700773,22017,1627982,2018-02-02,PHX vs. UTA,L,9,2,3,0.667,1,1,1.0,2,3,0.667,0,1,1,1,1,1,0,1,7,-4,1,Josh Gray,1,UTA,1610612762
0021700804,22017,1627982,2018-02-06,PHX @ LAL,L,17,3,7,0.429,2,3,0.667,0,0,0.0,1,1,2,2,0,0,2,2,8,-15,1,Josh Gray,0,LAL,1610612747
0021700810,22017,1627982,2018-02-07,PHX vs. SAS,L,31,4,16,0.25,0,5,0.0,1,2,0.5,1,3,4,7,4,0,1,5,9,-19,1,Josh Gray,1,SAS,1610612759
0021700832,22017,1627982,2018-02-10,PHX vs. DEN,L,13,0,4,0.0,0,1,0.0,3,4,0.75,0,3,3,2,3,1,2,0,3,-7,1,Josh Gray,1,DEN,1610612743
0021700846,22017,1627982,2018-02-12,PHX @ GSW,L,17,2,11,0.182,0,3,0.0,1,2,0.5,0,0,0,0,0,0,2,0,5,-24,1,Josh Gray,0,GSW,1610612744
0021900178,22019,1627982,2019-11-16,NOP @ MIA,L,15,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,1,0,0,3,0,2,-10,1,Josh Gray,0,MIA,1610612748
0021900187,22019,1627982,2019-11-17,NOP vs. GSW,W,7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,2,1,0,3,1,Josh Gray,1,GSW,1610612744
