GAME_ID,SEASON_ID,PLAYER_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,NAME,HOME,OPP,OPP_ID
0021700016,22017,1628366,2017-10-19,LAL vs. LAC,L,29,1,6,0.167,1,3,0.333,0,2,0.0,0,9,9,4,1,1,2,1,3,-14,1,Lonzo Ball,1,LAC,1610612746
0021700026,22017,1628366,2017-10-20,LAL @ PHX,W,37,12,27,0.444,4,9,0.444,1,2,0.5,2,9,11,9,1,0,4,4,29,1,2,Lonzo Ball,0,PHX,1610612756
0021700040,22017,1628366,2017-10-22,LAL vs. NOP,L,36,3,13,0.231,0,5,0.0,2,2,1.0,1,7,8,13,1,0,5,1,8,-24,1,Lonzo Ball,1,NOP,1610612740
0021700064,22017,1628366,2017-10-25,LAL vs. WAS,W,40,2,11,0.182,0,5,0.0,2,3,0.667,1,7,8,10,1,1,1,3,6,13,1,Lonzo Ball,1,WAS,1610612764
0021700076,22017,1628366,2017-10-27,LAL vs. TOR,L,32,2,7,0.286,1,4,0.25,0,0,0.0,1,6,7,6,2,0,4,0,5,-15,1,Lonzo Ball,1,TOR,1610612761
0021700082,22017,1628366,2017-10-28,LAL @ UTA,L,36,3,10,0.3,3,6,0.5,0,0,0.0,1,1,2,4,2,0,5,2,9,-19,1,Lonzo Ball,0,UTA,1610612762
0021700104,22017,1628366,2017-10-31,LAL vs. DET,W,28,6,13,0.462,1,3,0.333,0,0,0.0,2,4,6,3,0,2,0,0,13,8,2,Lonzo Ball,1,DET,1610612765
0021700118,22017,1628366,2017-11-02,LAL @ POR,L,28,0,2,0.0,0,1,0.0,0,0,0.0,0,3,3,4,1,2,1,1,0,10,2,Lonzo Ball,0,POR,1610612757
0021700130,22017,1628366,2017-11-03,LAL vs. BKN,W,29,3,15,0.2,0,3,0.0,0,1,0.0,1,4,5,7,2,0,0,4,6,21,1,Lonzo Ball,1,BKN,1610612751
0021700145,22017,1628366,2017-11-05,LAL vs. MEM,W,35,3,13,0.231,1,8,0.125,2,3,0.667,2,3,5,9,0,0,2,2,9,10,1,Lonzo Ball,1,MEM,1610612763
0021700161,22017,1628366,2017-11-08,LAL @ BOS,L,39,4,15,0.267,1,5,0.2,0,0,0.0,1,4,5,6,1,4,2,1,9,-5,1,Lonzo Ball,0,BOS,1610612738
0021700164,22017,1628366,2017-11-09,LAL @ WAS,L,29,3,12,0.25,1,7,0.143,3,7,0.429,3,5,8,8,2,0,4,1,10,-18,1,Lonzo Ball,0,WAS,1610612764
