GAME_ID,SEASON_ID,PLAYER_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,NAME,HOME,OPP,OPP_ID
0021000005,22010,202324,2010-10-27,NJN vs. DET,W,20,3,5,0.6,0,0,0.0,2,4,0.5,3,7,10,0,0,0,1,1,8,-6,0,Derrick Favors,1,DET,1610612765
0021000020,22010,202324,2010-10-29,NJN vs. SAC,W,20,4,5,0.8,0,0,0.0,2,2,1.0,3,4,7,0,0,1,2,5,10,-1,0,Derrick Favors,1,SAC,1610612758
0021000040,22010,202324,2010-10-31,NJN vs. MIA,L,24,4,9,0.444,0,0,0.0,5,8,0.625,10,3,13,1,0,0,0,5,13,-18,0,Derrick Favors,1,MIA,1610612748
0021000055,22010,202324,2010-11-03,NJN vs. CHA,L,24,5,7,0.714,0,0,0.0,1,1,1.0,4,4,8,0,0,0,0,3,11,10,0,Derrick Favors,1,CHA,1610612766
0021000069,22010,202324,2010-11-05,NJN @ ORL,L,17,2,3,0.667,0,0,0.0,0,0,0.0,1,0,1,0,0,1,0,3,4,-2,0,Derrick Favors,0,ORL,1610612753
0021000082,22010,202324,2010-11-06,NJN @ MIA,L,28,5,8,0.625,0,0,0.0,1,2,0.5,2,3,5,0,1,0,0,4,11,-3,0,Derrick Favors,0,MIA,1610612748
0021000102,22010,202324,2010-11-09,NJN vs. CLE,L,16,2,4,0.5,0,0,0.0,2,2,1.0,2,5,7,0,0,1,2,3,6,2,0,Derrick Favors,1,CLE,1610612739
0021000112,22010,202324,2010-11-10,NJN @ CLE,W,22,2,10,0.2,0,0,0.0,3,8,0.375,3,4,7,0,0,2,1,3,7,9,0,Derrick Favors,0,CLE,1610612739
0021000131,22010,202324,2010-11-13,NJN vs. ORL,L,13,0,2,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,4,0,-4,0,Derrick Favors,1,ORL,1610612753
0021000150,22010,202324,2010-11-15,NJN @ LAC,W,18,3,3,1.0,0,0,0.0,0,0,0.0,1,3,4,0,0,1,2,3,6,1,0,Derrick Favors,0,LAC,1610612746
0021000165,22010,202324,2010-11-17,NJN @ UTA,L,24,2,4,0.5,0,0,0.0,2,4,0.5,2,7,9,0,0,1,1,4,6,3,0,Derrick Favors,0,UTA,1610612762
0021000180,22010,202324,2010-11-19,NJN @ SAC,L,16,1,3,0.333,0,0,0.0,1,3,0.333,1,1,2,0,0,1,1,1,3,-8,0,Derrick Favors,0,SAC,1610612758
0021000188,22010,202324,2010-11-20,NJN @ DEN,L,25,4,6,0.667,0,0,0.0,6,7,0.857,3,5,8,1,0,0,0,4,14,-5,0,Derrick Favors,0,DEN,1610612743
0021000204,22010,202324,2010-11-23,NJN vs. ATL,W,17,3,6,0.5,0,0,0.0,1,2,0.5,1,3,4,0,2,0,0,2,7,3,0,Derrick Favors,1,ATL,1610612737
0021000212,22010,202324,2010-11-24,NJN @ BOS,L,16,2,4,0.5,0,0,0.0,0,0,0.0,1,3,4,0,0,1,2,3,4,3,0,Derrick Favors,0,BOS,1610612738
0021000237,22010,202324,2010-11-27,NJN @ PHI,L,15,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,3,2,4,0,Derrick Favors,0,PHI,1610612755
0021000246,22010,202324,2010-11-28,NJN vs. POR,W,12,3,3,1.0,0,0,0.0,2,2,1.0,2,3,5,0,0,1,1,3,8,-5,0,Derrick Favors,1,POR,1610612757
0021000257,22010,202324,2010-11-30,NJN @ NYK,L,14,1,3,0.333,0,0,0.0,0,0,0.0,1,3,4,1,1,0,0,2,2,2,0,Derrick Favors,0,NYK,1610612752
0021000262,22010,202324,2010-12-01,NJN vs. OKC,L,8,0,2,0.0,0,0,0.0,2,4,0.5,0,2,2,0,0,1,0,2,2,-7,0,Derrick Favors,1,OKC,1610612760
