,Unnamed: 0,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,name
144,1,1628982,2019-20,0,1610612753,ORL,23.0,2,0,8.0,1,5,0.2,0,1,0.0,0,0,0.0,1,0,1,1,0,0,0,0,2,Melvin Frazier Jr.
145,2,1628365,2019-20,0,1610612753,ORL,21.0,17,12,419.0,80,160,0.5,7,33,0.212,26,32,0.813,8,30,38,60,23,2,27,39,193,Markelle Fultz
146,0,1629117,2019-20,0,1610612758,SAC,22.0,7,0,47.0,5,16,0.313,1,8,0.125,5,9,0.556,4,4,8,3,2,2,3,6,16,Wenyen Gabriel
147,0,1629655,2019-20,0,1610612741,CHI,21.0,10,0,100.0,17,26,0.654,0,0,0.0,5,12,0.41700000000000004,11,10,21,1,0,6,1,15,39,Daniel Gafford
148,12,201568,2019-20,0,1610612760,OKC,31.0,17,17,509.0,92,211,0.436,46,114,0.40399999999999997,81,88,0.92,8,79,87,33,11,1,23,27,311,Danilo Gallinari
149,7,204038,2019-20,0,1610612765,DET,27.0,18,5,505.0,72,168,0.429,45,107,0.42100000000000004,42,46,0.9129999999999999,6,31,37,32,9,7,15,25,231,Langston Galloway
150,0,1629636,2019-20,0,1610612739,CLE,19.0,18,18,500.0,70,191,0.366,27,77,0.35100000000000003,20,24,0.833,4,24,28,53,16,0,49,25,187,Darius Garland
151,13,201188,2019-20,0,1610612761,TOR,34.0,17,17,483.0,33,104,0.317,20,53,0.377,13,17,0.765,12,100,112,59,9,17,24,53,99,Marc Gasol
152,17,200752,2019-20,0,1610612759,SAS,33.0,19,0,434.0,81,167,0.485,19,63,0.302,38,44,0.8640000000000001,26,90,116,39,6,10,29,28,219,Rudy Gay
153,9,202331,2019-20,0,1610612746,LAC,29.0,8,8,233.0,61,137,0.445,33,82,0.402,43,46,0.935,5,42,47,32,14,3,30,20,198,Paul George
154,12,201959,2019-20,0,1610612752,NYK,34.0,16,10,253.0,40,72,0.556,1,5,0.2,9,13,0.6920000000000001,33,39,72,19,8,1,11,38,90,Taj Gibson
155,1,1628385,2019-20,0,1610612758,SAC,21.0,7,0,52.0,11,25,0.44,0,0,0.0,2,2,1.0,3,4,7,5,2,3,5,13,24,Harry Giles III
156,1,1628983,2019-20,0,1610612760,OKC,21.0,17,17,586.0,120,265,0.45299999999999996,25,64,0.391,54,69,0.7829999999999999,14,72,86,53,15,10,36,30,319,Shai Gilgeous-Alexander
157,6,203497,2019-20,0,1610612762,UTA,27.0,16,16,553.0,77,118,0.653,0,0,0.0,60,93,0.645,51,173,224,16,16,33,38,55,214,Rudy Gobert
158,5,203932,2019-20,0,1610612753,ORL,24.0,14,14,426.0,67,159,0.42100000000000004,15,53,0.28300000000000003,34,47,0.723,23,64,87,40,9,7,19,34,183,Aaron Gordon
159,11,201569,2019-20,0,1610612745,HOU,30.0,9,2,265.0,34,110,0.309,21,74,0.284,9,14,0.643,3,14,17,7,5,2,12,21,98,Eric Gordon
160,1,1628984,2019-20,0,1610612766,CHA,24.0,19,9,632.0,110,270,0.40700000000000003,63,156,0.40399999999999997,59,74,0.797,16,53,69,143,12,3,63,33,342,Devonte' Graham
161,3,1626203,2019-20,0,1610612750,MIN,26.0,17,16,417.0,41,120,0.342,11,55,0.2,14,18,0.778,18,47,65,22,12,2,11,42,107,Treveon Graham
162,7,203924,2019-20,0,1610612743,DEN,25.0,16,0,350.0,56,128,0.43799999999999994,15,50,0.3,20,33,0.606,10,47,57,17,6,9,12,25,147,Jerami Grant
163,1,1627982,2019-20,0,1610612740,NOP,26.0,2,0,23.0,1,2,0.5,0,0,0.0,0,0,0.0,1,1,2,2,0,0,5,1,2,Josh Gray
164,10,201980,2019-20,0,1610612747,LAL,32.0,18,18,459.0,55,123,0.447,34,85,0.4,8,11,0.727,13,49,62,22,23,10,20,45,152,Danny Green
165,7,203110,2019-20,0,1610612744,GSW,29.0,11,11,320.0,35,90,0.389,9,31,0.29,15,21,0.7140000000000001,6,73,79,62,15,7,22,27,94,Draymond Green
166,9,203210,2019-20,0,1610612746,LAC,29.0,19,0,430.0,49,121,0.405,29,81,0.358,14,17,0.8240000000000001,28,106,134,9,12,7,19,48,141,JaMychal Green
167,0,1629750,2019-20,0,1610612738,BOS,26.0,12,0,76.0,16,29,0.552,2,8,0.25,2,5,0.4,2,8,10,3,4,0,3,10,36,Javonte Green
168,17,201145,2019-20,0,1610612762,UTA,33.0,18,1,347.0,40,113,0.354,22,63,0.349,35,46,0.7609999999999999,7,44,51,12,7,10,22,31,137,Jeff Green
169,11,201933,2019-20,0,1610612765,DET,30.0,6,6,178.0,39,92,0.424,10,36,0.278,33,40,0.825,9,23,32,20,2,2,18,9,121,Blake Griffin
170,0,1629741,2019-20,0,1610612763,MEM,24.0,17,0,272.0,34,91,0.374,13,42,0.31,9,9,1.0,9,25,34,27,6,4,18,17,90,Marko Guduric
171,0,1629060,2019-20,0,1610612764,WAS,21.0,16,16,429.0,84,176,0.47700000000000004,6,27,0.222,20,24,0.833,26,58,84,24,12,3,14,33,194,Rui Hachimura
172,0,1628985,2019-20,0,1610612760,OKC,24.0,2,0,15.0,1,4,0.25,0,2,0.0,3,4,0.75,0,1,1,2,0,0,1,1,5,Devon Hall
173,8,203501,2019-20,0,1610612742,DAL,27.0,17,4,396.0,70,172,0.40700000000000003,37,102,0.363,30,39,0.769,5,29,34,33,7,2,7,35,207,Tim Hardaway Jr.
174,10,201935,2019-20,0,1610612745,HOU,30.0,18,18,669.0,188,433,0.434,86,251,0.34299999999999997,217,251,0.865,17,93,110,141,29,9,95,56,679,James Harden
175,7,203090,2019-20,0,1610612746,LAC,26.0,19,9,418.0,43,87,0.494,9,26,0.34600000000000003,9,18,0.5,17,42,59,22,19,14,19,60,104,Maurice Harkless
176,0,1629607,2019-20,0,1610612756,PHX,22.0,1,0,2.0,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Jared Harper
177,4,1626149,2019-20,0,1610612746,LAC,25.0,19,2,572.0,149,251,0.594,0,5,0.0,61,92,0.6629999999999999,57,88,145,46,17,24,37,46,359,Montrezl Harrell
178,5,203914,2019-20,0,1610612743,DEN,25.0,16,16,511.0,63,156,0.40399999999999997,21,63,0.33299999999999996,17,23,0.7390000000000001,7,46,53,29,19,4,16,35,164,Gary Harris
179,5,203925,2019-20,0,1610612751,BKN,28.0,19,19,606.0,101,212,0.47600000000000003,52,120,0.433,13,18,0.722,17,58,75,35,15,8,27,51,267,Joe Harris
180,16,202699,2019-20,0,1610612755,PHI,27.0,18,18,613.0,126,258,0.488,23,79,0.29100000000000004,45,59,0.763,13,119,132,60,20,13,35,51,320,Tobias Harris
181,2,1627885,2019-20,0,1610612741,CHI,26.0,12,4,117.0,17,43,0.395,3,9,0.33299999999999996,8,14,0.5710000000000001,5,22,27,17,5,4,5,14,45,Shaquille Harrison
182,2,1628404,2019-20,0,1610612740,NOP,24.0,11,4,303.0,45,99,0.455,24,63,0.381,21,26,0.8079999999999999,16,55,71,15,14,4,15,31,135,Josh Hart
183,1,1628392,2019-20,0,1610612745,HOU,21.0,6,0,73.0,8,10,0.8,0,0,0.0,8,9,0.889,5,15,20,2,1,3,4,11,24,Isaiah Hartenstein
184,16,2617,2019-20,0,1610612748,MIA,39.0,2,0,11.0,1,1,1.0,0,0,0.0,3,4,0.75,0,3,3,0,0,0,0,3,5,Udonis Haslem
185,0,1629637,2019-20,0,1610612740,NOP,19.0,15,6,290.0,47,76,0.618,0,2,0.0,26,42,0.619,27,34,61,11,11,15,15,50,120,Jaxson Hayes
186,9,202330,2019-20,0,1610612738,BOS,29.0,8,8,249.0,61,110,0.555,13,30,0.433,16,19,0.8420000000000001,6,51,57,33,6,2,15,15,151,Gordon Hayward
187,7,203089,2019-20,0,1610612739,CLE,28.0,1,0,8.0,1,2,0.5,0,1,0.0,1,6,0.16699999999999998,2,1,3,0,2,2,1,0,3,John Henson
188,0,1629608,2019-20,0,1610612761,TOR,22.0,2,0,8.0,1,2,0.5,0,1,0.0,0,0,0.0,0,4,4,0,1,0,1,3,2,Dewan Hernandez
189,3,1627823,2019-20,0,1610612743,DEN,24.0,9,0,122.0,12,26,0.462,7,17,0.41200000000000003,2,5,0.4,4,18,22,6,0,2,7,7,33,Juancho Hernangomez
190,5,1626195,2019-20,0,1610612766,CHA,25.0,6,0,48.0,7,17,0.41200000000000003,2,4,0.5,3,6,0.5,5,7,12,2,1,3,3,2,19,Willy Hernangomez
191,0,1629639,2019-20,0,1610612748,MIA,19.0,16,3,478.0,84,189,0.444,33,87,0.379,36,44,0.818,6,61,67,37,13,2,37,24,237,Tyler Herro
192,4,1626209,2019-20,0,1610612757,POR,24.0,18,4,328.0,30,83,0.361,10,29,0.345,19,23,0.826,11,72,83,18,12,2,18,41,89,Mario Hezonja
193,5,1627741,2019-20,0,1610612758,SAC,26.0,17,17,561.0,125,297,0.42100000000000004,66,171,0.386,32,36,0.889,15,61,76,40,12,7,50,43,348,Buddy Hield
194,15,201588,2019-20,0,1610612749,MIL,33.0,16,0,359.0,51,100,0.51,23,48,0.479,22,28,0.7859999999999999,17,34,51,49,12,2,11,32,147,George Hill
195,6,203524,2019-20,0,1610612763,MEM,28.0,15,0,265.0,28,65,0.431,15,38,0.395,9,14,0.643,8,38,46,25,11,1,13,25,80,Solomon Hill
196,0,1629658,2019-20,0,1610612757,POR,20.0,3,0,11.0,1,2,0.5,0,0,0.0,0,0,0.0,1,3,4,1,1,0,0,1,2,Jaylen Hoard
197,1,1628988,2019-20,0,1610612754,IND,23.0,15,8,341.0,57,141,0.40399999999999997,25,59,0.424,9,10,0.9,9,34,43,52,16,1,23,25,148,Aaron Holiday
198,10,201950,2019-20,0,1610612740,NOP,29.0,16,16,574.0,122,279,0.43700000000000006,30,87,0.345,35,45,0.778,18,65,83,117,34,11,58,40,309,Jrue Holiday
199,10,203200,2019-20,0,1610612754,IND,30.0,17,2,425.0,43,110,0.391,25,71,0.35200000000000004,19,23,0.826,8,57,65,30,12,10,10,32,130,Justin Holiday
200,4,1626178,2019-20,0,1610612761,TOR,24.0,10,0,224.0,40,71,0.563,0,2,0.0,20,28,0.7140000000000001,29,34,63,16,8,3,12,23,100,Rondae Hollis-Jefferson
201,4,1626158,2019-20,0,1610612758,SAC,26.0,17,13,457.0,79,122,0.648,0,0,0.0,28,36,0.778,41,97,138,14,13,26,18,68,186,Richaun Holmes
202,9,203918,2019-20,0,1610612757,POR,27.0,17,17,512.0,76,144,0.528,30,60,0.5,19,25,0.76,9,54,63,25,15,4,17,39,201,Rodney Hood
203,12,201143,2019-20,0,1610612755,PHI,33.0,17,17,530.0,100,212,0.47200000000000003,22,68,0.324,22,33,0.667,33,90,123,70,17,16,20,39,244,Al Horford
204,3,1627863,2019-20,0,1610612745,HOU,26.0,14,13,416.0,55,116,0.474,36,81,0.444,27,34,0.794,16,48,64,16,18,10,13,28,173,Danuel House Jr.
205,15,2730,2019-20,0,1610612747,LAL,33.0,18,0,366.0,49,65,0.754,0,0,0.0,25,45,0.556,39,91,130,15,6,26,19,73,123,Dwight Howard
206,1,1628989,2019-20,0,1610612737,ATL,21.0,10,3,225.0,32,75,0.42700000000000005,17,44,0.386,12,15,0.8,6,29,35,28,6,3,17,21,93,Kevin Huerter
207,0,1629631,2019-20,0,1610612737,ATL,21.0,18,18,563.0,77,193,0.39899999999999997,30,80,0.375,33,43,0.767,9,65,74,32,11,5,32,46,217,De'Andre Hunter
208,1,1628990,2019-20,0,1610612741,CHI,23.0,9,6,154.0,20,44,0.455,5,12,0.41700000000000004,19,29,0.655,1,32,33,8,5,2,12,12,64,Chandler Hutchison
209,12,201586,2019-20,0,1610612761,TOR,30.0,8,0,183.0,44,84,0.524,5,16,0.313,19,23,0.826,7,45,52,6,5,10,17,19,112,Serge Ibaka
210,18,101141,2019-20,0,1610612749,MIL,32.0,16,0,257.0,37,80,0.46299999999999997,11,41,0.268,17,20,0.85,20,60,80,9,8,6,5,30,102,Ersan Ilyasova
211,5,204060,2019-20,0,1610612762,UTA,32.0,18,1,496.0,44,122,0.361,25,82,0.305,16,20,0.8,5,73,78,62,15,2,26,41,129,Joe Ingles
212,3,1627742,2019-20,0,1610612740,NOP,22.0,14,14,468.0,129,268,0.48100000000000004,36,85,0.424,68,84,0.81,13,90,103,56,11,14,43,40,362,Brandon Ingram
213,8,202681,2019-20,0,1610612751,BKN,27.0,11,11,372.0,112,252,0.444,31,91,0.341,59,63,0.937,10,49,59,79,12,6,26,32,314,Kyrie Irving
214,2,1628371,2019-20,0,1610612753,ORL,22.0,15,15,458.0,76,159,0.478,21,59,0.35600000000000004,27,33,0.818,25,82,107,24,23,41,20,37,200,Jonathan Isaac
215,2,1628411,2019-20,0,1610612753,ORL,24.0,9,3,132.0,8,31,0.258,1,9,0.111,13,16,0.813,3,17,20,7,4,2,4,8,30,Wes Iwundu
216,1,1628402,2019-20,0,1610612740,NOP,21.0,17,1,277.0,49,126,0.389,20,60,0.33299999999999996,24,30,0.8,5,21,26,19,8,1,17,30,142,Frank Jackson
217,4,1628382,2019-20,0,1610612742,DAL,24.0,16,0,209.0,36,75,0.48,17,38,0.447,9,11,0.818,7,33,40,6,2,2,4,17,98,Justin Jackson
218,10,202704,2019-20,0,1610612765,DET,29.0,2,2,36.0,4,11,0.364,1,5,0.2,1,1,1.0,1,4,5,8,0,0,1,2,10,Reggie Jackson
219,1,1628991,2019-20,0,1610612763,MEM,20.0,16,16,425.0,90,192,0.469,34,80,0.425,33,42,0.7859999999999999,23,59,82,19,8,14,30,63,247,Jaren Jackson Jr.
220,0,1629713,2019-20,0,1610612758,SAC,22.0,8,0,97.0,15,32,0.469,3,10,0.3,1,6,0.16699999999999998,0,10,10,6,2,4,2,7,34,Justin James
221,16,2544,2019-20,0,1610612747,LAL,34.0,18,18,636.0,178,359,0.496,36,103,0.35,73,108,0.6759999999999999,19,112,131,198,23,11,64,27,465,LeBron James
222,1,1628518,2019-20,0,1610612753,ORL,26.0,3,0,9.0,3,3,1.0,0,0,0.0,0,0,0.0,2,1,3,2,0,0,1,0,6,Amile Jefferson
223,0,1629610,2019-20,0,1610612758,SAC,22.0,2,0,11.0,1,1,1.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,0,1,2,DaQuan Jeffries
224,1,1628993,2019-20,0,1610612754,IND,23.0,7,0,36.0,5,11,0.455,0,0,0.0,3,4,0.75,6,6,12,2,0,0,1,4,13,Alize Johnson
225,0,1629661,2019-20,0,1610612756,PHX,23.0,15,0,293.0,47,108,0.435,30,73,0.41100000000000003,16,17,0.941,11,31,42,11,9,5,10,26,140,Cameron Johnson
226,12,201949,2019-20,0,1610612748,MIA,32.0,6,0,68.0,8,18,0.444,2,9,0.222,2,4,0.5,2,9,11,4,3,2,4,5,20,James Johnson
227,0,1629640,2019-20,0,1610612759,SAS,20.0,1,0,2.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Keldon Johnson
228,6,1626169,2019-20,0,1610612761,TOR,23.0,5,0,19.0,3,9,0.33299999999999996,1,4,0.25,0,0,0.0,2,5,7,0,1,0,4,6,7,Stanley Johnson
229,7,204020,2019-20,0,1610612756,PHX,27.0,17,3,345.0,41,105,0.39,18,53,0.34,18,24,0.75,5,29,34,41,6,6,18,27,118,Tyler Johnson
230,4,203999,2019-20,0,1610612743,DEN,24.0,16,16,490.0,105,225,0.467,16,66,0.242,32,41,0.78,34,132,166,96,19,8,41,53,258,Nikola Jokic
231,3,1627745,2019-20,0,1610612737,ATL,24.0,17,9,308.0,48,69,0.696,2,4,0.5,19,27,0.7040000000000001,26,35,61,13,9,16,11,55,117,Damian Jones
232,4,1626145,2019-20,0,1610612763,MEM,23.0,17,1,330.0,42,111,0.37799999999999995,5,28,0.179,15,21,0.7140000000000001,0,21,21,81,15,0,22,16,104,Tyus Jones
233,5,1627884,2019-20,0,1610612748,MIA,22.0,4,0,57.0,12,20,0.6,1,4,0.25,3,3,1.0,3,5,8,2,3,0,2,11,28,Derrick Jones Jr.
234,13,201599,2019-20,0,1610612751,BKN,31.0,16,3,342.0,50,75,0.667,0,0,0.0,21,33,0.636,36,112,148,32,7,18,16,34,121,DeAndre Jordan
235,8,202709,2019-20,0,1610612758,SAC,28.0,17,8,403.0,38,104,0.365,5,25,0.2,12,12,1.0,11,34,45,66,12,10,22,36,93,Cory Joseph
236,0,1629662,2019-20,0,1610612746,LAC,22.0,4,0,14.0,4,6,0.667,3,5,0.6,2,2,1.0,0,3,3,0,0,1,0,3,13,Mfiondu Kabengele
237,4,1626163,2019-20,0,1610612756,PHX,26.0,17,5,400.0,56,140,0.4,18,62,0.29,39,55,0.7090000000000001,14,76,90,35,5,7,20,35,169,Frank Kaminsky
238,12,202683,2019-20,0,1610612738,BOS,27.0,11,3,181.0,32,56,0.5710000000000001,0,1,0.0,18,28,0.643,29,38,67,13,9,5,9,13,82,Enes Kanter
239,2,1628379,2019-20,0,1610612765,DET,23.0,18,15,611.0,99,228,0.434,45,118,0.381,54,61,0.885,4,62,66,79,9,3,26,41,297,Luke Kennard
240,0,1629742,2019-20,0,1610612762,UTA,27.0,4,0,15.0,0,3,0.0,0,1,0.0,0,0,0.0,0,3,3,1,0,0,2,3,0,Stanton Kidd
241,7,203077,2019-20,0,1610612766,CHA,26.0,2,0,18.0,2,10,0.2,1,3,0.33299999999999996,2,2,1.0,1,5,6,1,0,0,1,3,7,Michael Kidd-Gilchrist
242,2,1628467,2019-20,0,1610612742,DAL,27.0,16,5,409.0,44,104,0.423,24,67,0.358,16,18,0.889,23,69,92,17,4,13,12,33,128,Maxi Kleber
243,11,202688,2019-20,0,1610612739,CLE,27.0,6,0,76.0,11,32,0.344,9,26,0.34600000000000003,2,4,0.5,1,6,7,12,2,0,6,8,33,Brandon Knight
244,1,1628995,2019-20,0,1610612752,NYK,20.0,18,1,357.0,45,117,0.385,24,63,0.381,27,42,0.643,9,43,52,26,10,4,13,31,141,Kevin Knox II
245,0,1629723,2019-20,0,1610612763,MEM,23.0,1,0,7.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,John Konchar
246,2,1627788,2019-20,0,1610612755,PHI,22.0,17,5,382.0,56,128,0.43799999999999994,29,80,0.363,12,15,0.8,4,34,38,14,4,5,14,30,153,Furkan Korkmaz
247,2,1628436,2019-20,0,1610612741,CHI,24.0,11,0,126.0,15,44,0.341,5,24,0.20800000000000002,5,5,1.0,5,15,20,6,2,9,3,12,40,Luke Kornet
248,22,2594,2019-20,0,1610612749,MIL,38.0,15,0,217.0,29,75,0.387,24,62,0.387,6,8,0.75,6,15,21,3,5,4,12,12,88,Kyle Korver
249,1,1629066,2019-20,0,1610612751,BKN,21.0,10,0,99.0,9,23,0.391,3,7,0.429,2,6,0.33299999999999996,5,17,22,1,5,0,12,16,23,Rodions Kurucs
250,2,1628398,2019-20,0,1610612747,LAL,24.0,14,1,322.0,63,135,0.467,25,69,0.36200000000000004,21,27,0.778,6,46,52,11,2,5,24,29,172,Kyle Kuzma
251,5,203897,2019-20,0,1610612741,CHI,24.0,19,19,604.0,148,338,0.43799999999999994,54,136,0.397,65,79,0.823,15,61,76,74,25,10,65,50,415,Zach LaVine
252,5,1627746,2019-20,0,1610612757,POR,23.0,19,0,317.0,54,94,0.574,2,6,0.33299999999999996,15,22,0.682,41,55,96,21,4,21,22,51,125,Skal Labissiere
253,7,203087,2019-20,0,1610612754,IND,27.0,8,8,256.0,51,110,0.46399999999999997,11,35,0.314,23,26,0.885,6,43,49,22,9,6,10,20,136,Jeremy Lamb
254,0,1629641,2019-20,0,1610612738,BOS,20.0,1,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,Romeo Langford
255,3,1627774,2019-20,0,1610612750,MIN,25.0,14,2,369.0,61,132,0.462,19,54,0.35200000000000004,6,10,0.6,12,29,41,11,12,10,18,31,147,Jake Layman
256,3,1627747,2019-20,0,1610612751,BKN,25.0,9,9,284.0,59,140,0.42100000000000004,13,36,0.361,20,31,0.645,10,35,45,36,6,1,31,20,151,Caris LeVert
257,2,1628388,2019-20,0,1610612754,IND,22.0,15,1,158.0,26,58,0.44799999999999995,5,11,0.455,5,8,0.625,20,37,57,6,7,3,6,14,62,TJ Leaf
258,17,201584,2019-20,0,1610612742,DAL,34.0,5,3,47.0,10,17,0.588,4,7,0.5710000000000001,0,0,0.0,0,2,2,3,0,2,0,5,24,Courtney Lee
259,2,1627814,2019-20,0,1610612744,GSW,27.0,11,0,241.0,35,91,0.385,12,35,0.34299999999999997,28,33,0.848,9,34,43,20,8,0,13,18,110,Damion Lee
260,6,203458,2019-20,0,1610612737,ATL,26.0,17,9,273.0,36,84,0.429,4,25,0.16,22,34,0.647,22,51,73,16,5,16,18,35,98,Alex Len
261,8,202695,2019-20,0,1610612746,LAC,28.0,13,13,414.0,119,269,0.442,22,72,0.306,76,91,0.835,14,90,104,70,26,11,47,31,336,Kawhi Leonard
262,7,203086,2019-20,0,1610612748,MIA,27.0,17,17,324.0,44,74,0.595,15,29,0.517,4,8,0.5,5,66,71,14,6,8,15,38,107,Meyers Leonard
263,7,203081,2019-20,0,1610612757,POR,29.0,17,17,629.0,144,324,0.444,56,151,0.371,120,129,0.93,11,73,84,125,19,9,46,37,464,Damian Lillard
264,0,1629642,2019-20,0,1610612757,POR,19.0,12,3,196.0,22,54,0.40700000000000003,5,22,0.22699999999999998,11,18,0.611,16,33,49,6,5,4,6,26,60,Nassir Little
265,4,1626172,2019-20,0,1610612744,GSW,23.0,1,1,10.0,1,4,0.25,1,1,1.0,0,0,0.0,5,4,9,1,0,0,1,3,3,Kevon Looney
266,11,201572,2019-20,0,1610612749,MIL,31.0,18,18,487.0,65,160,0.406,28,94,0.298,37,40,0.925,11,76,87,27,13,45,20,42,195,Brook Lopez
267,11,201577,2019-20,0,1610612749,MIL,31.0,18,0,241.0,32,65,0.49200000000000005,7,26,0.26899999999999996,7,13,0.5379999999999999,15,30,45,8,3,9,23,30,78,Robin Lopez
268,11,201567,2019-20,0,1610612739,CLE,31.0,15,15,474.0,77,175,0.44,32,91,0.35200000000000004,74,84,0.8809999999999999,16,154,170,39,11,6,44,23,260,Kevin Love
269,15,200768,2019-20,0,1610612761,TOR,33.0,8,8,289.0,54,113,0.478,29,68,0.426,37,42,0.8809999999999999,2,32,34,52,9,3,27,23,174,Kyle Lowry
270,5,1627789,2019-20,0,1610612751,BKN,24.0,2,0,6.0,0,2,0.0,0,1,0.0,1,2,0.5,0,0,0,0,0,0,0,0,1,Timothe Luwawu-Cabarrot
271,4,1626168,2019-20,0,1610612759,SAS,24.0,19,14,329.0,29,62,0.46799999999999997,14,33,0.424,5,9,0.556,28,92,120,22,3,5,15,22,77,Trey Lyles
272,1,1629133,2019-20,0,1610612748,MIA,24.0,3,0,13.0,1,3,0.33299999999999996,1,2,0.5,0,0,0.0,0,0,0,1,0,0,2,1,3,Daryl Macon
273,1,203705,2019-20,0,1610612753,ORL,30.0,2,0,8.0,2,5,0.4,0,0,0.0,0,0,0.0,1,1,2,2,2,0,0,0,4,Josh Magette
274,5,1627748,2019-20,0,1610612765,DET,22.0,17,0,208.0,19,39,0.48700000000000004,6,13,0.462,16,31,0.516,10,25,35,9,6,12,10,28,60,Thon Maker
275,0,1629611,2019-20,0,1610612746,LAC,23.0,14,3,117.0,13,27,0.48100000000000004,1,6,0.16699999999999998,6,7,0.857,1,15,16,17,4,0,7,15,33,Terance Mann
276,8,1626246,2019-20,0,1610612742,DAL,31.0,8,1,104.0,24,48,0.5,0,1,0.0,10,12,0.833,12,25,37,5,2,1,7,14,58,Boban Marjanovic
277,2,1628374,2019-20,0,1610612741,CHI,22.0,19,19,556.0,76,215,0.353,29,103,0.282,71,87,0.816,18,114,132,33,17,10,37,35,252,Lauri Markkanen
278,0,1628997,2019-20,0,1610612766,CHA,24.0,3,0,25.0,2,9,0.222,0,3,0.0,1,3,0.33299999999999996,0,4,4,3,1,2,3,2,5,Caleb Martin
279,0,1628998,2019-20,0,1610612766,CHA,24.0,16,0,189.0,15,42,0.35700000000000004,1,18,0.055999999999999994,15,22,0.682,8,28,36,18,13,1,7,19,46,Cody Martin
280,0,1629103,2019-20,0,1610612750,MIN,24.0,8,0,116.0,15,44,0.341,5,24,0.20800000000000002,0,0,0.0,2,23,25,2,1,1,3,18,35,Kelan Martin
281,0,1629726,2019-20,0,1610612764,WAS,23.0,2,0,14.0,0,2,0.0,0,2,0.0,0,0,0.0,0,1,1,2,0,0,1,3,0,Garrison Mathews
282,13,202083,2019-20,0,1610612749,MIL,33.0,18,18,445.0,50,112,0.446,31,80,0.38799999999999996,17,21,0.81,2,37,39,23,11,2,16,21,148,Wesley Matthews
283,5,1627775,2019-20,0,1610612761,TOR,24.0,2,0,40.0,3,5,0.6,1,3,0.33299999999999996,1,2,0.5,2,4,6,3,3,0,3,3,8,Patrick McCaw
284,6,203468,2019-20,0,1610612757,POR,28.0,19,19,698.0,169,387,0.43700000000000006,48,128,0.375,34,42,0.81,16,69,85,74,15,15,40,55,420,CJ McCollum
285,4,204456,2019-20,0,1610612754,IND,27.0,15,0,270.0,51,99,0.515,1,3,0.33299999999999996,8,9,0.889,8,37,45,73,10,3,23,20,111,T.J. McConnell
286,0,1629667,2019-20,0,1610612766,CHA,21.0,1,0,3.0,1,2,0.5,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,2,Jalen McDaniels
287,9,203926,2019-20,0,1610612754,IND,27.0,17,0,361.0,57,131,0.435,28,63,0.444,8,10,0.8,7,43,50,20,2,2,16,31,150,Doug McDermott
288,15,201580,2019-20,0,1610612747,LAL,31.0,18,18,299.0,56,91,0.615,0,0,0.0,11,19,0.579,34,73,107,13,10,21,14,35,123,JaVale McGee
289,3,203585,2019-20,0,1610612746,LAC,28.0,15,2,260.0,23,60,0.38299999999999995,11,35,0.314,3,8,0.375,11,25,36,12,4,3,7,26,60,Rodney McGruder
290,2,1628035,2019-20,0,1610612739,CLE,27.0,12,0,141.0,14,33,0.424,7,15,0.467,6,9,0.667,5,23,28,3,5,3,6,16,41,Alfonzo McKinnie
291,0,1629162,2019-20,0,1610612750,MIN,23.0,4,0,57.0,4,15,0.267,1,8,0.125,2,2,1.0,1,6,7,8,1,0,4,4,11,Jordan McLaughlin
292,6,203463,2019-20,0,1610612745,HOU,26.0,18,4,362.0,40,120,0.33299999999999996,30,103,0.29100000000000004,21,25,0.84,7,27,34,15,12,3,11,34,131,Ben McLemore
293,5,203895,2019-20,0,1610612764,WAS,28.0,10,0,169.0,32,64,0.5,10,21,0.47600000000000003,11,12,0.917,2,22,24,26,5,4,10,20,85,Jordan McRae
294,0,1629740,2019-20,0,1610612740,NOP,28.0,16,3,263.0,34,74,0.45899999999999996,19,50,0.38,16,20,0.8,12,36,48,21,10,3,12,31,103,Nicolo Melli
295,1,1629001,2019-20,0,1610612763,MEM,21.0,7,0,57.0,8,21,0.381,3,8,0.375,2,4,0.5,1,7,8,9,6,1,6,5,21,De'Anthony Melton
296,1,1629002,2019-20,0,1610612759,SAS,22.0,6,0,21.0,7,12,0.583,0,0,0.0,2,4,0.5,7,4,11,2,0,2,0,0,16,Chimezie Metu
297,7,203114,2019-20,0,1610612749,MIL,28.0,11,10,327.0,70,152,0.461,25,65,0.385,36,41,0.878,8,52,60,32,10,1,23,31,201,Khris Middleton
